50	50
56.5419	56.4972	56.4524	51.9861	46.0371	45.7102	43.6446	37.8803	29.4716	14.7358	0	9.95125	19.9025	22.707	24.2627	28.7326	30.8446	29.9697	30.9765	37.966	44.9556	43.5778	42.2001	39.3592	37.26	38.054	37.7039	37.0039	39.6318	40.8932	42.1546	47.3226	52.4907	53.1698	54.7133	59.6147	66.4283	76.2254	83.8993	86.031	88.1628	82.4841	76.8055	68.69	58.2599	48.4382	46.7801	51.2751	56.7683	56.6551	
65.307	64.241	63.1751	57.5747	51.4337	50.9846	46.8211	38.6897	29.2594	18.9898	8.72034	13.4559	18.1914	23.6392	28.6081	33.0645	36.195	35.501	35.3428	41.5155	47.6883	44.4795	41.2707	38.1357	35.6696	36.7744	38.7433	38.2952	39.7004	41.3695	43.0386	47.0542	51.0698	53.0466	53.9458	56.4309	62.1543	69.4512	75.5703	78.6291	81.6879	75.8169	69.9459	64.8172	57.5757	48.5639	48.3302	54.2713	61.0454	63.1762	
74.0722	71.9849	69.8977	63.1633	56.8302	56.259	49.9977	39.499	29.0471	23.2439	17.4407	16.9605	16.4802	24.5714	32.9536	37.3963	41.5455	41.0322	39.7091	45.0651	50.4211	45.3812	40.3413	36.9121	34.0792	35.4947	39.7827	39.5865	39.7689	41.8458	43.9227	46.7858	49.6489	52.9235	53.1783	53.2472	57.8803	62.6771	67.2413	71.2272	75.213	69.1496	63.0863	60.9444	56.8916	48.6895	49.8804	57.2675	65.3223	69.6972	
82.2023	77.2068	72.2112	67.9764	64.7574	62.2829	54.2215	42.9565	32.188	28.3116	24.4352	24.5893	24.7435	27.6821	31.2291	37.0373	42.7545	44.1695	44.506	47.7303	50.9546	44.5088	38.0629	36.2959	35.4471	35.9947	40.6795	41.5164	42.2716	43.3909	44.5102	47.6948	50.8794	53.1722	52.0594	51.3253	56.3709	58.4242	59.9495	64.3637	68.7779	64.8269	60.8759	60.0812	58.3406	52.7435	54.9131	59.5759	65.4012	73.8017	
89.9506	81.8978	73.845	71.6332	70.7244	65.5427	56.9557	46.1991	35.493	33.0264	30.5599	32.0839	33.6078	31.6766	30.2182	37.2219	43.5074	45.8508	47.9244	50.1718	52.4191	44.0937	35.7682	35.5844	37.0355	37.0308	41.6846	43.1267	45.0411	46.8035	48.5659	50.0498	51.5337	52.3788	50.9888	50.5421	56.98	57.2696	55.4948	58.8353	62.1758	59.9616	57.7473	58.6871	60.4091	58.5674	60.6253	61.4734	64.6388	77.2947	
93.703	87.1944	80.6857	74.5774	70.059	63.4413	55.6003	49.4316	42.8674	37.5652	32.263	33.5424	34.8218	36.6293	38.774	41.9624	43.8055	44.4457	45.6251	48.5276	51.4301	45.5858	39.7414	36.3207	35.2514	34.0573	38.0429	42.2415	47.4663	50.8813	54.2962	53.4544	52.6126	51.5441	49.411	47.0485	52.6755	55.8157	55.355	54.7148	54.0746	54.1936	54.3126	54.7188	57.6352	61.2382	64.8735	65.7096	70.0177	81.8604	
88.1852	86.5128	84.8404	77.0253	69.9851	63.0194	54.0602	50.6156	46.7643	37.6325	28.5008	30.4638	32.4268	37.5283	41.4585	39.0139	39.4754	41.4733	42.5665	44.6796	46.7928	46.8587	46.9246	41.6583	37.4224	34.3926	36.018	41.2811	47.5591	49.8043	52.0494	50.5652	49.081	47.9525	47.1005	44.8461	48.0384	52.4053	53.6723	51.5025	49.3327	53.45	57.5674	56.5955	57.3524	63.0462	69.7464	72.0577	75.8271	82.0061	
90.3816	88.4641	86.5465	79.99	73.3932	65.9591	55.7615	50.5171	44.855	35.6998	26.5445	31.0588	35.5732	37.042	35.831	33.9221	39.1705	42.5538	43.5884	43.8752	44.1619	44.391	44.62	42.9424	40.9743	38.1877	39.5318	42.3461	46.1643	49.1138	52.0633	49.9761	47.8888	47.1985	48.1255	45.6962	46.1704	51.8014	54.8335	51.976	49.1186	51.4005	53.6824	55.3306	57.9261	63.6348	71.3239	75.4935	79.1072	84.7444	
95.5923	92.0372	88.4821	82.1757	75.398	66.8714	56.5095	50.5396	43.5716	34.328	25.0844	32.0419	38.9995	37.3618	32.1701	31.9573	40.295	43.3661	43.8034	42.8837	41.964	40.4858	39.0076	40.2207	40.9943	38.925	40.6224	41.6228	43.6792	48.0945	52.5098	50.9886	49.4674	49.4703	51.5173	48.2538	45.8675	52.6199	57.2024	53.371	49.5395	49.6178	49.6962	53.4394	57.1919	62.2338	70.9261	76.9683	81.4271	88.5097	
97.6731	91.3338	84.9944	80.978	76.4435	66.8761	58.1004	52.1044	43.9601	35.7199	27.4796	34.4372	41.3947	40.7353	36.282	32.6615	36.1269	39.1764	40.4657	42.52	44.5742	41.9121	39.2501	36.5411	34.4159	35.2207	39.5891	41.0863	43.7548	49.2896	54.8244	53.2777	51.731	50.7607	51.3471	52.3294	52.6786	54.0767	53.662	50.7622	47.8623	50.8922	53.9221	57.9177	60.8277	62.6756	70.5399	79.5371	86.9101	92.2916	
